id_article,response_variable,measured_metrics,measured_unit,yi,vi,silvo_mean,silvo_se,silvo_sd,silvo_n,control_mean,control_se,control_sd,control_n,id_obs,experimental_design,comparator,tree_crop_combination_t,sub_response_variable,alley_width,distance_tree_m,study_year_start,study_year_end,comments,min_value_shift,row_id
2,Crop yield,Yield of winter wheat,t/ha,-0.01962356159954521,0.16569626798482107,25.735,9.09,12.855201281971434,2,26.244999999999997,5.31,7.509474016201135,2,12,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,7,2018,2019,Yield of winter wheat at 7 m from tree row at windward side,19.145,12
2,Crop yield,Yield of winter wheat,t/ha,-0.06026151998580913,0.03169153705925125,25.115,3.83,5.416437943888955,2,26.675,2.45,3.464823227814083,2,13,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,7,2018,2019,Yield of winter wheat at 7 m from tree row at leeward side,19.145,13
2,Crop yield,Yield of winter wheat,t/ha,-0.01488399569923721,0.10437637058851762,26.675,7.79,11.01672365088641,2,27.075,3.741120944303733,5.2907439779123795,2,14,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,24,2018,2019,Yield of winter wheat at 24 m from tree row at windward side,19.145,14
2,Crop yield,Yield of winter wheat,t/ha,-0.01302586337124076,0.16621902379617348,26.695,9,12.727922061357855,2,27.045,6.2,8.76812408671319,2,15,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,24,2018,2019,Yield of winter wheat at 24 m from tree row at leeward side,19.145,15
2,Crop yield,Yield of silage maize,t/ha,-0.48245420012859863,0.39118922196328254,19.805,11.4,16.122034611053284,2,32.085,7.85,11.101576464628796,2,16,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,1,2018,2019,Yield of silage maize at 1 m from tree row at windward side,19.145,16
2,Crop yield,Yield of silage maize,t/ha,-0.05835119095449063,0.5084266723818318,30.955,16.28,23.02339679543399,2,32.815,15.8,22.344574285494904,2,18,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,4,2018,2019,Yield of silage maize at 4 m from tree row at windward side,19.145,18
2,Crop yield,Yield of silage maize,t/ha,-0.2003994400565718,0.3238724762756043,26.815,13.8,19.516147160748712,2,32.765,7.96,11.257139956489835,2,19,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,4,2018,2019,Yield of silage maize  at 4 m from tree row at leeward side,19.145,19
2,Crop yield,Yield of silage maize,t/ha,-0.02628621517982075,0.15086035134580977,33.415,12.38,17.50796390217892,2,34.305,4,5.656854249492381,2,20,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,7,2018,2019,Yield of silage maize at 7 m from tree row at windward side,19.145,20
2,Crop yield,Yield of silage maize,t/ha,-0.15792050356227416,0.02976024258980688,28.935,4.76,6.731656556895933,2,33.885,1.76,2.4890158697766473,2,21,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,7,2018,2019,Yield of silage maize at 7 m from tree row at leeward side,19.145,21
2,Crop yield,Yield of silage maize,t/ha,5.685856585308242e-4,0.01360870575654951,35.185,4,5.656854249492381,2,35.165,0.92,1.3010764773832475,2,22,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,24,2018,2019,Yield of silage maize at 24 m from tree row at windward side,19.145,22
2,Crop yield,Yield of silage maize,t/ha,0.05447813929016083,0.01647259878001152,35.835,4.5,6.3639610306789285,2,33.935,0.9,1.2727922061357857,2,23,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,24,2018,2019,Yield of silage maize at 24 m from tree row at leeward side,19.145,23
3,Crop yield,Yield of winter wheat,t/ha,-0.1165801830326188,1.2222833820437786e-4,22.645,0.25,0.3535533905932738,2,25.445,0.015,0.02121320343559642,2,24,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,1,2016,2017,Yield of winter wheat at 1 m from tree row at windward side,19.145,24
3,Crop yield,Yield of winter wheat,t/ha,-0.13832433852475626,0.00810548787048523,22.245,2,2.8284271247461903,2,25.545,0.12,0.16970562748477142,2,25,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,1,2016,2017,Yield of winter wheat at 1 m from tree row at leeward side,19.145,25
3,Crop yield,Yield of winter wheat,t/ha,-0.09098978519243804,0.1584867825558163,24.145,8.3,11.73797256769669,2,26.445,5.31,7.509474016201135,2,27,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,4,2016,2017,Yield of winter wheat at 4 m from tree row at leeward side,19.145,27
3,Crop yield,Yield of winter wheat,t/ha,-0.07624190172418262,0.03430270108786407,25.244999999999997,4.5,6.3639610306789285,2,27.244999999999997,1.37,1.9374725804511408,2,29,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,7,2016,2017,Yield of winter wheat at 7 m from tree row at leeward side,19.145,29
3,Crop yield,Yield of winter wheat,t/ha,-0.01547719035592312,0.09625372277380403,25.645,7.19,10.168195513462557,2,26.045,3.46,4.8931789258109095,2,31,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,24,2016,2017,Yield of winter wheat at 24 m from tree row at leeward side,19.145,31
3,Crop yield,Yield of winter wheat,t/ha,-0.00577984493574214,8.330262907393294e-4,22.2545,0.5692499999999999,0.8050410703808843,2,22.3835,0.29925,0.4232034085401488,2,32,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,Alley,2009,2016,Yield of oilseed rape at 48 m (Narrow crop alley),19.145,32
3,Crop yield,Yield of winter wheat,t/ha,0.01143834168104443,0.00110750353907922,22.641,0.69,0.9758073580374356,2,22.3835,0.29925,0.4232034085401488,2,33,NA,Monoculture,Biomass-Arable,Yield of annual crops,96,Alley,2009,2016,Yield of oilseed rape at 96 m (Wide crop alley),19.145,33
3,Crop yield,Yield of winter wheat,t/ha,-0.01354677348768831,6.626051813889782e-4,26.395,0.56,0.7919595949289333,2,26.755,0.39,0.5515432893255071,2,34,NA,Monoculture,Biomass-Arable,Yield of annual crops,48,Alley,2009,2016,Yield of winter wheat at 48 m (Narrow crop alley),19.145,34
3,Crop yield,Yield of winter wheat,t/ha,-0.00712681186036147,4.994300531383249e-4,26.565,0.45,0.6363961030678928,2,26.755,0.39,0.5515432893255071,2,35,NA,Monoculture,Biomass-Arable,Yield of annual crops,96,Alley,2009,2016,Yield of winter wheat at 96 m (Wide crop alley),19.145,35
4,Biodiversity,Fungi,Species richness,7.54290060277428e-4,3.832331411974841e-4,26.525,0.22,3.52,256,26.505,0.47,7.52,256,36,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,36
4,Biodiversity,Fungi,Species richness,-0.00724640852076731,0.00160749782530344,23.375,0.21,3.36,256,23.545,0.92,14.72,256,37,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,37
4,Biodiversity,Fungi,Species richness,0.01509316577363058,6.898732930625417e-4,26.035,0.38,6.08,256,25.645,0.56,8.96,256,38,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,38
4,Biodiversity,Fungi,Species richness,-0.0229066219254834,0.00167148618008069,23.305,0.41,6.56,256,23.845,0.88,14.08,256,39,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,39
4,Biodiversity,Fungi,Species richness,0.00723537048299915,0.00152521695793617,26.355,0.88,14.08,256,26.165,0.53,8.48,256,40,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,40
4,Biodiversity,Fungi,Species richness,-0.00471294788383903,4.394414974780348e-4,23.285,0.45,7.2,256,23.395,0.19,3.04,256,41,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,41
4,Biodiversity,Fungi,Species richness,-0.01367542679967549,8.065703753717026e-4,26.145,0.58,9.28,256,26.505,0.47,7.52,256,42,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,42
4,Biodiversity,Fungi,Species richness,0.00887955094336653,0.00171976878557681,23.755,0.33,5.28,256,23.545,0.92,14.72,256,43,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,43
4,Biodiversity,Fungi,Species richness,0.02007401898293931,6.661433958687109e-4,26.165,0.36,5.76,256,25.645,0.56,8.96,256,44,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,44
4,Biodiversity,Fungi,Species richness,-0.0229066219254834,0.00178619315646049,23.305,0.48,7.68,256,23.845,0.88,14.08,256,45,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,45
4,Biodiversity,Fungi,Species richness,-0.00421295146299313,6.579281693634878e-4,26.055,0.41,6.56,256,26.165,0.53,8.48,256,46,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,46
4,Biodiversity,Fungi,Species richness,0.00893622968007051,5.892917055594909e-4,23.605,0.54,8.64,256,23.395,0.19,3.04,256,47,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,47
4,Biodiversity,Fungi,Species richness,-0.08254536510065856,0.0010458000619836,24.405,0.66,10.56,256,26.505,0.47,7.52,256,48,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,48
4,Biodiversity,Fungi,Species richness,-0.08183166444520396,0.00159562393495695,21.695,0.18,2.88,256,23.545,0.92,14.72,256,49,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,49
4,Biodiversity,Fungi,Species richness,0.01432467390103505,0.00122168813735814,26.015,0.71,11.36,256,25.645,0.56,8.96,256,50,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,50
4,Biodiversity,Fungi,Species richness,-0.0376032339724309,0.00147119671047642,22.965,0.24,3.84,256,23.845,0.88,14.08,256,51,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,51
4,Biodiversity,Fungi,Species richness,-0.01501760992114755,4.970094664680693e-4,25.775,0.24,3.84,256,26.165,0.53,8.48,256,52,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,52
4,Biodiversity,Fungi,Species richness,0.00170830705648969,3.1522905137356105e-4,23.435,0.37,5.92,256,23.395,0.19,3.04,256,53,Randomized complete block design,Monoculture,Timber-Arable,Fungi,15,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,53
5,Water quality,NH4+ concentration,ppm,-0.01059051465783341,2.082204399910153e-5,18.785,0.07,0.44821869662029945,41,18.985,0.05,0.32015621187164245,41,54,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,54
5,Water quality,NH4+ concentration,ppm,-0.01434668603085097,2.3949299662529156e-5,18.685,0.06,0.3841874542459709,41,18.955,0.07,0.44821869662029945,41,55,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,55
5,Water quality,NH4+ concentration,ppm,-0.01862746781618213,2.7764223388994847e-5,18.615,0.07,0.44821869662029945,41,18.965,0.07,0.44821869662029945,41,56,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,56
5,Water quality,NH4+ concentration,ppm,-0.01665153516089477,2.3320311542365822e-5,18.641,0.05800000000000005,0.3713812057711056,41,18.954,0.07,0.44821869662029945,41,57,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,57
5,Water quality,NH4+ concentration,ppm,-0.01282068842906143,2.7508041825363944e-5,18.755,0.07,0.44821869662029945,41,18.997,0.07,0.44821869662029945,41,58,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,58
5,Water quality,NH4+ concentration,ppm,-0.00655636039691843,1.6091214020332815e-4,18.851,0.06,0.3841874542459709,41,18.975,0.233,1.491927947321854,41,59,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,59
5,Water quality,NH4+ concentration,ppm,0.00136040205158198,1.7643639575586242e-5,19.125,0.00599999999999999,0.03841874542459708,41,19.099,0.08,0.5122499389946279,41,60,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,60
5,Water quality,NH4+ concentration,ppm,-0.00167355302906469,6.352850806740849e-7,19.105,0.01399999999999999,0.08964373932405988,41,19.137,0.006,0.03841874542459709,41,62,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,61
5,Water quality,NH4+ leaching,kg N ha-1,-0.00162290955181933,5.072881846344644e-7,19.086,0.01100000000000001,0.07043436661176139,41,19.117,0.00799999999999999,0.05122499389946276,41,63,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,62
5,Water quality,NH4+ leaching,kg N ha-1,-0.00325118272745858,1.013954270392346e-6,19.039,0.01199999999999999,0.07683749084919417,41,19.101,0.015,0.09604686356149272,41,64,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,63
5,Water quality,NH4+ leaching,kg N ha-1,-0.00790434636574949,5.225144318279103e-6,18.902,0.02700000000000002,0.17288435441068706,41,19.052,0.034,0.2177062240727169,41,65,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,64
5,Water quality,NH4+ leaching,kg N ha-1,-0.00162316447921112,6.850056321101556e-7,19.083,0.00899999999999999,0.0576281181368956,41,19.114,0.01299999999999999,0.08324061508662702,41,66,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,65
5,Water quality,NH4+ leaching,kg N ha-1,-0.00162444031843836,1.353037576802361e-6,19.068,0.01299999999999999,0.08324061508662702,41,19.099,0.018,0.1152562362737913,41,67,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,66
5,Water quality,NH4+ leaching,kg N ha-1,5.2351909547895544e-5,1.063437611157025e-6,19.102,0.008,0.05122499389946279,41,19.101,0.018,0.1152562362737913,41,68,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,67
5,Water quality,NH4+ leaching,kg N ha-1,3.134960054934534e-4,7.100036044067406e-8,19.142,0.001,0.00640312423743284,41,19.136,0.005,0.03201562118716425,41,69,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,68
5,Water quality,NH4+ leaching,kg N ha-1,-3.1351238630706143e-4,4.642757225374053e-8,19.135,0.004,0.02561249694973139,41,19.141,0.001,0.00640312423743284,41,71,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,69
5,Water quality,NO3- concentration,ppm,0.04053066167041606,5.1915300177909e-4,17.875,0.3500000000000001,2.2410934831014977,41,17.165,0.20000000000000015,1.280624847486571,41,72,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,70
5,Water quality,NO3- concentration,ppm,-0.08375065802676789,0.00571889381884399,16.255,1.1699999999999997,7.491655357796429,41,17.675,0.4099999999999999,2.6252809373474673,41,74,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,71
5,Water quality,NO3- concentration,ppm,0.0536790323355367,0.00420594449686448,16.455,0.7600000000000002,4.866374420448967,41,15.595,0.71,4.546218208577322,41,75,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,72
5,Water quality,NO3- concentration,ppm,0.11217353083709672,0.01011201043048153,18.688,0.203,1.2998342201988684,41,16.705,1.6700000000000004,10.69321747651286,41,76,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,73
5,Water quality,NO3- concentration,ppm,0.12501602733925718,0.03751083705023844,18.125,0.25,1.600781059358212,41,15.995,3.0900000000000003,19.785653893667504,41,77,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,74
5,Water quality,NO3- concentration,ppm,0.24229122072834383,0.00369106141885075,18.125,0.5,3.2015621187164243,41,14.225,0.7700000000000005,4.930405662823296,41,78,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,75
5,Water quality,NO3- concentration,ppm,0.2117134608381028,0.00719123561620193,18.333,0.708,4.533411960102456,41,14.835,1.12,7.171499145924791,41,79,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,76
5,Water quality,NO3- concentration,ppm,0.8419344297382786,0.3684520160597885,17.975,0.25,1.600781059358212,41,7.744999999999999,4.700000000000001,30.094683915934397,41,82,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2006,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,77
5,Water quality,NO3-leaching,kg N ha-1,0.00950577499970068,1.231293121007963e-5,19.026,0.06,0.3841874542459709,41,18.846,0.02900000000000002,0.1856906028855528,41,83,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,78
5,Water quality,NO3-leaching,kg N ha-1,-0.00159812520695773,8.605172311784056e-5,18.757,0.14900000000000002,0.9540655113774944,41,18.787,0.09000000000000002,0.5762811813689566,41,84,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,79
5,Water quality,NO3-leaching,kg N ha-1,-0.00499537984868458,7.017831827186255e-4,17.772,0.3879999999999999,2.4844122041239447,41,17.861,0.268,1.7160372956320036,41,85,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,80
5,Water quality,NO3-leaching,kg N ha-1,0.01914804183828571,4.53299846663664e-5,18.876,0.08899999999999997,0.5698780571315233,41,18.518,0.08899999999999997,0.5698780571315233,41,86,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,81
5,Water quality,NO3-leaching,kg N ha-1,0.03531201227721572,1.5332334570322144e-4,18.936,0.09,0.5762811813689563,41,18.279,0.20899999999999996,1.3382529656234652,41,87,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,82
5,Water quality,NO3-leaching,kg N ha-1,0.07392839497586594,6.950062179400418e-4,18.846,0.119,0.761971784254509,41,17.503,0.4479999999999999,2.868599658369916,41,88,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,83
5,Water quality,NO3-leaching,kg N ha-1,0.05315951931359924,2.3765561734295153e-4,19.026,0.15000000000000002,0.9604686356149276,41,18.041,0.23899999999999988,1.53034669274645,41,89,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,84
5,Water quality,NO3-leaching,kg N ha-1,0.06818227971060341,4.865854533893017e-4,19.026,0.06,0.3841874542459709,41,17.772,0.3879999999999999,2.4844122041239447,41,90,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,85
5,Water quality,NO3-leaching,kg N ha-1,0.47414675934355177,0.04054472823043031,18.817,0.06,0.3841874542459709,41,11.712,2.3580000000000005,15.09856695186666,41,92,NA,Monoculture,Mixed -Arable,Nutrient leaching,6,NA,2006,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,86
5,Water quality,NO3- concentration,ppm,0.02239138223389002,1.6413775384047253e-5,18.968,0.02200000000000002,0.14086873322352278,41,18.548,0.07200000000000006,0.4610249450951655,41,93,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2007,2009,"Average NO3 concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2007",19.145,87
5,Water quality,NO3- concentration,ppm,0.01963031893102292,4.0640565473750795e-5,19.034,0.02700000000000001,0.17288435441068695,41,18.664,0.116,0.7427624115422103,41,94,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2007,2009,"Average NO3 concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2007",19.145,88
5,Water quality,NO3- concentration,ppm,0.0458153600631634,2.7385951092374493e-4,18.78,0.04999999999999999,0.32015621187164234,41,17.939,0.29300000000000015,1.8761154015678256,41,95,NA,Monoculture,Mixed -Arable,Nutrient concentration,6,NA,2007,2009,"Average NO3 concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2007",19.145,89
