id_article,response_variable,measured_metrics,measured_unit,silvo_mean,silvo_se,silvo_sd,silvo_n,control_mean,control_se,control_sd,control_n,id_obs,experimental_design,comparator,tree_crop_combination,tree_crop_combination_t,season,tree_row_orientation,soil_texture,no_tree_per_m,tree_height,alley_width,tillage,organic,sub_response_variable,distance_tree_m,study_year_start,study_year_end,comments,min_value_shift,yi,vi
2,Crop yield,Yield of winter wheat,t/ha,25.735,0.53,0.7495331880577405,2,26.244999999999997,0.92,1.3010764773832475,2,12,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,7,2018,2019,Yield of winter wheat at 7 m from tree row at windward side,19.145,-0.019623561599545217,0.0016529379705336462
2,Crop yield,Yield of winter wheat,t/ha,25.115,1.29,1.8243354954612927,2,26.675,0.5,0.7071067811865476,2,13,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,7,2018,2019,Yield of winter wheat at 7 m from tree row at leeward side,19.145,-0.06026151998580913,0.002989575312976487
2,Crop yield,Yield of winter wheat,t/ha,26.675,85.1,120.34957415795039,2,27.075,369.9,523.1175967218079,2,14,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,24,2018,2019,Yield of winter wheat at 24 m from tree row at windward side,19.145,-0.014883995699237216,196.8293209150206
2,Crop yield,Yield of winter wheat,t/ha,26.695,1.41,1.994041122946064,2,27.045,1.38,1.9516147160748711,2,15,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,24,2018,2019,Yield of winter wheat at 24 m from tree row at leeward side,19.145,-0.013025863371240762,0.005393493659476303
2,Crop yield,Yield of silage maize,t/ha,19.805,128.89,182.2779860542682,2,32.085,153,216.37467504308356,2,16,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,1,2018,2019,Yield of silage maize at 1 m from tree row at windward side,19.145,-0.48245420012859863,65.09283434856377
2,Crop yield,Yield of silage maize,t/ha,19.485,334,472.34732983261375,2,34.355000000000004,163,230.5168106668145,2,17,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,1,2018,2019,Yield of silage maize at 1 m from tree row at leeward side,19.145,-0.5671026296923669,316.3383057177082
2,Crop yield,Yield of silage maize,t/ha,30.955,35.7,50.4874241767195,2,32.815,120.5,170.41273426595797,2,18,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,4,2018,2019,Yield of silage maize at 4 m from tree row at windward side,19.145,-0.058351190954490637,14.814397999088657
2,Crop yield,Yield of silage maize,t/ha,26.814999999999998,0.2,0.28284271247461906,2,32.765,0.047,0.06646803743153547,2,19,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,4,2018,2019,Yield of silage maize  at 4 m from tree row at leeward side,19.145,-0.2003994400565718,5.768706997507648e-5
2,Crop yield,Yield of silage maize,t/ha,33.415,35.7,50.4874241767195,2,34.305,43,60.81118318204309,2,20,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,7,2018,2019,Yield of silage maize at 7 m from tree row at windward side,19.145,-0.026286215179820754,2.7126070561087205
2,Crop yield,Yield of silage maize,t/ha,28.935,78.3,110.73292193381334,2,33.885,53,74.95331880577405,2,21,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,7,2018,2019,Yield of silage maize at 7 m from tree row at leeward side,19.145,-0.15792050356227416,9.769241847903995
2,Crop yield,Yield of silage maize,t/ha,35.185,138.92,196.46254808487035,2,35.165,47.23,66.79330655088128,2,22,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,24,2018,2019,Yield of silage maize at 24 m from tree row at windward side,19.145,5.685856585308242e-4,17.3927720283297
2,Crop yield,Yield of silage maize,t/ha,35.835,4.06,5.741707063234766,2,33.935,1.71,2.4183051916579927,2,23,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,24,2018,2019,Yield of silage maize at 24 m from tree row at leeward side,19.145,0.054478139290160835,0.01537542057369907
3,Crop yield,Yield of winter wheat,t/ha,22.645,15,21.213203435596427,2,25.445,20,28.284271247461902,2,24,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,1,2016,2017,Yield of winter wheat at 1 m from tree row at windward side,19.145,-0.1165801830326188,1.0565811614145295
3,Crop yield,Yield of winter wheat,t/ha,22.245,11.23,15.881618305449859,2,25.545,7.85,11.101576464628796,2,25,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,1,2016,2017,Yield of winter wheat at 1 m from tree row at leeward side,19.145,-0.13832433852475626,0.34928970742673854
3,Crop yield,Yield of winter wheat,t/ha,25.045,1.29,1.8243354954612927,2,26.045,0.5,0.7071067811865476,2,26,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,4,2016,2017,Yield of winter wheat at 4 m from tree row at windward side,19.145,-0.03915160438757477,0.003021546248386753
3,Crop yield,Yield of winter wheat,t/ha,24.145,138.92,196.46254808487035,2,26.445,223.78,316.47271098785126,2,27,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,4,2016,2017,Yield of winter wheat at 4 m from tree row at leeward side,19.145,-0.09098978519243804,104.71057902951812
3,Crop yield,Yield of winter wheat,t/ha,25.345,1.29,1.8243354954612927,2,26.845,1.6,2.2627416997969525,2,28,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,7,2016,2017,Yield of winter wheat at 7 m from tree row at windward side,19.145,-0.05749811195022019,0.006142895736744553
3,Crop yield,Yield of winter wheat,t/ha,26.744999999999997,4.06,5.741707063234766,2,26.645,1.71,2.4183051916579927,2,30,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,24,2016,2017,Yield of winter wheat at 24 m from tree row at windward side,19.145,0.0037460242344678684,0.027163183149892453
3,Crop yield,Yield of winter wheat,t/ha,25.645,217,306.88434303496166,2,26.045,177,250.31580054003783,2,31,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,24,2016,2017,Yield of winter wheat at 24 m from tree row at leeward side,19.145,-0.015477190355923126,117.7848374354866
3,Crop yield,Yield of winter wheat,t/ha,22.2545,0.5692499999999999,0.8050410703808843,2,22.383499999999998,0.29925,0.42320340854014876,2,32,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,Alley,2009,2016,Yield of oilseed rape at 48 m (Narrow crop alley),19.145,-0.005779844935742143,8.330262907393294e-4
3,Crop yield,Yield of winter wheat,t/ha,22.641,0.69,0.9758073580374356,2,22.383499999999998,0.29925,0.42320340854014876,2,33,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,96,Yes,No,Yield of annual crops,Alley,2009,2016,Yield of oilseed rape at 96 m (Wide crop alley),19.145,0.011438341681044439,0.0011075035390792282
3,Crop yield,Yield of winter wheat,t/ha,26.395,0.56,0.7919595949289333,2,26.755,0.39,0.5515432893255071,2,34,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,48,Yes,No,Yield of annual crops,Alley,2009,2016,Yield of winter wheat at 48 m (Narrow crop alley),19.145,-0.013546773487688315,6.626051813889782e-4
3,Crop yield,Yield of winter wheat,t/ha,26.564999999999998,0.45,0.6363961030678928,2,26.755,0.39,0.5515432893255071,2,35,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Winter,NS,Silty  clay,1,6,96,Yes,No,Yield of annual crops,Alley,2009,2016,Yield of winter wheat at 96 m (Wide crop alley),19.145,-0.007126811860361476,4.994300531383249e-4
4,Biodiversity,Fungi,Species richness,26.525,0.22,3.52,256,26.505,0.47,7.52,256,36,Randomized complete block design,Monoculture,Timber-Arable,White ash-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,7.54290060277428e-4,3.832331411974841e-4
4,Biodiversity,Fungi,Species richness,23.375,0.21,3.36,256,23.545,0.92,14.72,256,37,Randomized complete block design,Monoculture,Timber-Arable,White ash-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,-0.00724640852076731,0.0016074978253034402
4,Biodiversity,Fungi,Species richness,26.035,0.38,6.08,256,25.645,0.56,8.96,256,38,Randomized complete block design,Monoculture,Timber-Arable,White ash-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,0.015093165773630585,6.898732930625417e-4
4,Biodiversity,Fungi,Species richness,23.305,0.41,6.56,256,23.845,0.88,14.08,256,39,Randomized complete block design,Monoculture,Timber-Arable,White ash-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,-0.0229066219254834,0.001671486180080696
4,Biodiversity,Fungi,Species richness,26.355,0.88,14.08,256,26.165,0.53,8.48,256,40,Randomized complete block design,Monoculture,Timber-Arable,White ash-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,0.007235370482999154,0.0015252169579361781
4,Biodiversity,Fungi,Species richness,23.285,0.45,7.2,256,23.395,0.19,3.04,256,41,Randomized complete block design,Monoculture,Timber-Arable,White ash-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,-0.004712947883839032,4.394414974780348e-4
4,Biodiversity,Fungi,Species richness,26.145,0.58,9.28,256,26.505,0.47,7.52,256,42,Randomized complete block design,Monoculture,Timber-Arable,Poplar-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,-0.013675426799675495,8.065703753717026e-4
4,Biodiversity,Fungi,Species richness,23.755,0.33,5.28,256,23.545,0.92,14.72,256,43,Randomized complete block design,Monoculture,Timber-Arable,Poplar-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,0.008879550943366534,0.001719768785576814
4,Biodiversity,Fungi,Species richness,26.165,0.36,5.76,256,25.645,0.56,8.96,256,44,Randomized complete block design,Monoculture,Timber-Arable,Poplar-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,0.02007401898293931,6.661433958687109e-4
4,Biodiversity,Fungi,Species richness,23.305,0.48,7.68,256,23.845,0.88,14.08,256,45,Randomized complete block design,Monoculture,Timber-Arable,Poplar-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,-0.0229066219254834,0.001786193156460495
4,Biodiversity,Fungi,Species richness,26.055,0.41,6.56,256,26.165,0.53,8.48,256,46,Randomized complete block design,Monoculture,Timber-Arable,Poplar-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,-0.004212951462993138,6.579281693634878e-4
4,Biodiversity,Fungi,Species richness,23.605,0.54,8.64,256,23.395,0.19,3.04,256,47,Randomized complete block design,Monoculture,Timber-Arable,Poplar-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,0.00893622968007051,5.892917055594909e-4
4,Biodiversity,Fungi,Species richness,24.405,0.66,10.56,256,26.505,0.47,7.52,256,48,Randomized complete block design,Monoculture,Timber-Arable,Norway spruce-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,-0.08254536510065856,0.0010458000619836096
4,Biodiversity,Fungi,Species richness,21.695,0.18,2.88,256,23.545,0.92,14.72,256,49,Randomized complete block design,Monoculture,Timber-Arable,Norway spruce-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,0.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,-0.08183166444520396,0.0015956239349569504
4,Biodiversity,Fungi,Species richness,26.015,0.71,11.36,256,25.645,0.56,8.96,256,50,Randomized complete block design,Monoculture,Timber-Arable,Norway spruce-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,0.014324673901035055,0.0012216881373581477
4,Biodiversity,Fungi,Species richness,22.965,0.24,3.84,256,23.845,0.88,14.08,256,51,Randomized complete block design,Monoculture,Timber-Arable,Norway spruce-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,3,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,-0.037603233972430906,0.0014711967104764259
4,Biodiversity,Fungi,Species richness,25.775,0.24,3.84,256,26.165,0.53,8.48,256,52,Randomized complete block design,Monoculture,Timber-Arable,Norway spruce-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,-0.015017609921147552,4.970094664680693e-4
4,Biodiversity,Fungi,Species richness,23.435,0.37,5.92,256,23.395,0.19,3.04,256,53,Randomized complete block design,Monoculture,Timber-Arable,Norway spruce-Legume,Summer,NA,Sandy loam,0.33333333333333331,NA,15,No,No,Fungi,5.5,2007,2008,Measurement done in soil and roots at different distance from tree row for different species,19.145,0.0017083070564896993,3.1522905137356105e-4
5,Water quality,NH4+ concentration,ppm,18.785,0.07,0.44821869662029945,41,18.985,0.05,0.32015621187164245,41,54,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient concentration,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.010590514657833415,2.082204399910153e-5
5,Water quality,NH4+ concentration,ppm,18.685,0.06,0.3841874542459709,41,18.955,0.07,0.44821869662029945,41,55,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient concentration,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.014346686030850972,2.3949299662529156e-5
5,Water quality,NH4+ concentration,ppm,18.615,0.07,0.44821869662029945,41,18.965,0.07,0.44821869662029945,41,56,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient concentration,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.018627467816182134,2.7764223388994847e-5
5,Water quality,NH4+ concentration,ppm,18.641,0.05800000000000005,0.37138120577110556,41,18.954,0.07,0.44821869662029945,41,57,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient concentration,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.016651535160894772,2.3320311542365826e-5
5,Water quality,NH4+ concentration,ppm,18.755,0.07,0.44821869662029945,41,18.997,0.07,0.44821869662029945,41,58,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient concentration,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.012820688429061434,2.7508041825363944e-5
5,Water quality,NH4+ concentration,ppm,18.851,0.06,0.3841874542459709,41,18.974999999999998,0.233,1.4919279473218539,41,59,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient concentration,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.006556360396918431,1.6091214020332815e-4
5,Water quality,NH4+ concentration,ppm,19.125,0.005999999999999998,0.038418745424597084,41,19.099,0.08,0.5122499389946279,41,60,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient concentration,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,0.0013604020515819825,1.7643639575586242e-5
5,Water quality,NH4+ concentration,ppm,19.105,0.013999999999999999,0.08964373932405988,41,19.137,0.006,0.03841874542459709,41,62,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient concentration,NA,2006,2009,"Average NH4 + concentrations at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.0016735530290646985,6.352850806740849e-7
5,Water quality,NH4+ leaching,kg N ha-1,19.086,0.01100000000000001,0.07043436661176139,41,19.117,0.007999999999999997,0.051224993899462765,41,63,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient leaching,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.0016229095518193303,5.072881846344644e-7
5,Water quality,NH4+ leaching,kg N ha-1,19.038999999999998,0.011999999999999997,0.07683749084919417,41,19.101,0.015,0.09604686356149272,41,64,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient leaching,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.0032511827274585804,1.013954270392346e-6
5,Water quality,NH4+ leaching,kg N ha-1,18.902,0.027000000000000024,0.17288435441068706,41,19.052,0.034,0.21770622407271686,41,65,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient leaching,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.007904346365749491,5.225144318279103e-6
5,Water quality,NH4+ leaching,kg N ha-1,19.083,0.008999999999999994,0.0576281181368956,41,19.114,0.012999999999999998,0.08324061508662702,41,66,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient leaching,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.0016231644792111216,6.850056321101556e-7
5,Water quality,NH4+ leaching,kg N ha-1,19.067999999999998,0.012999999999999998,0.08324061508662702,41,19.099,0.018000000000000002,0.1152562362737913,41,67,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient leaching,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.0016244403184383677,1.353037576802361e-6
5,Water quality,NH4+ leaching,kg N ha-1,19.102,0.008,0.05122499389946279,41,19.101,0.018000000000000002,0.1152562362737913,41,68,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient leaching,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,5.2351909547895544e-5,1.0634376111570253e-6
5,Water quality,NH4+ leaching,kg N ha-1,19.142,0.001,0.006403124237432849,41,19.136,0.005000000000000001,0.03201562118716425,41,69,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient leaching,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,3.134960054934534e-4,7.100036044067405e-8
5,Water quality,NH4+ leaching,kg N ha-1,19.134999999999998,0.004,0.025612496949731396,41,19.141,0.001,0.006403124237432849,41,71,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient leaching,NA,2006,2009,"Average NH4+ leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-3.1351238630706143e-4,4.642757225374053e-8
5,Water quality,NO3- concentration,ppm,17.875,0.3500000000000001,2.2410934831014977,41,17.165,0.20000000000000018,1.280624847486571,41,72,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient concentration,NA,2006,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,0.04053066167041606,5.1915300177909e-4
5,Water quality,NO3- concentration,ppm,16.255,1.1699999999999995,7.4916553577964295,41,17.675,0.4099999999999999,2.6252809373474673,41,74,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient concentration,NA,2006,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,-0.08375065802676789,0.005718893818843996
5,Water quality,NO3- concentration,ppm,16.455,0.7600000000000002,4.866374420448967,41,15.594999999999999,0.71,4.546218208577322,41,75,NA,Monoculture,Mixed -Arable,Mixed-Cereal,Summer,NS,Clay loam,0.5,8,6,Yes,No,Nutrient concentration,NA,2006,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-Re´mi in 2006",19.145,0.053679032335536704,0.0042059444968644884
